00) Zip,01) City,02) State,03) Household median income in dollars,04) Household mean income in dollars,05) Total population 18 to 24 years,06) Percentage of 05) less than high school,07) Percentage of 05) high school,08) Percentage of 05) some college,09) Percentage of 05) bachelor's,10) Total population 25 years and over,11) Percentage of 10)less than 9th grade,12) Percentage of 10) 9th to 12th no diploma,13) Percentage of 10) high school,14) Percentage of 10) some college,15) Percentage of 10) associate's degree,16) Percentage of 10) bachelor's,17) Percentage of 10) graduate degree,18) Total population 25 to 34 years,19) Percentage of 18) high school or higher,20) Percentage of 18) bachelor's or higher,21) Total population 35 to 44 years,22) Percentage of 21) high school or higher,23) Percentage of 21) bachelor's or higher,24) Total population 45 to 64 years,25) Percentage of 24) high school or higher,26) Percentage of 24) bachelor's or higher,27) Total population 65 and over,28) Percentage of 27) high school or higher,29) Percentage of 27) bachelor's or higher,"30) Median earnings in dollars, population 25 and over","31) Median earnings in dollars, population 25 and over less than high school","32) Median earnings in dollars, population 25 and over high school","33) Median earnings in dollars, population 25 and over some college","34) Median earnings in dollars, population 25 and over bachelor's","35) Median earnings in dollars, population 25 and over graduate degree",36) Population total,37) Population percentage: not Hispanic,38) Population percentage: not Hispanic white,39) Population percentage: not Hispanic black,40) Population percentage: not Hispanic American Indian or native,41) Population percentage: not Hispanic Asian,42) Population percentage: not Hispanic native Hawaiian or Pacific islander,43) Population percentage: not Hispanic some other race,44) Population percentage: not Hispanic two or more races,45) Population percentage: not Hispanic two or more races including some other race,46) Population percentage: not Hispanic two or more races excluding some other race,47) Population percentage: Hispanic,48) Population percentage: Hispanic white,49) Population percentage: Hispanic black,50) Population percentage: Hispanic American Indian or native,51) Population percentage: Hispanic Asian,52) Population percentage: Hispanic native Hawaiian or Pacific islander,53) Population percentage: Hispanic some other race,54) Population percentage: Hispanic two or more races,55) Population percentage: Hispanic two or more races including some other race,56) Population percentage: Hispanic two or more races excluding some other race,57) Population total,58) Population percentage: under 5 years,59) Population percentage: 5 to 9 years,60) Population percentage: 10 to 14 years,61) Population percentage: 15 to 19 years,62) Population percentage: 20 to 24 years,63) Population percentage: 25 to 29 years,64) Population percentage: 30 to 34 years,65) Population percentage: 35 to 39 years,66) Population percentage: 40 to 44 years,67) Population percentage: 45 to 49 years,68) Population percentage: 50 to 54 years,69) Population percentage: 55 to 59 years,70) Population percentage: 60 to 64 years,71) Population percentage: 65 to 69 years,72) Population percentage: 70 to 74 years,73) Population percentage: 75 to 79 years,74) Population percentage: 80 to 84 years,75) Population percentage: 85 years and over,76) Population percentage: 5 to 14 years,77) Population percentage: 15 to 17 years,78) Population percentage: 18 to 24 years,79) Population percentage: 15 to 44 years,80) Population percentage: 16 years and over,81) Population percentage: 18 years and over,82) Population percentage: 60 years and over,83) Population percentage: 62 years and over,84) Population percentage: 65 years and over,85) Population percentage: 75 years and over,86) Median age,87) Sex ratio (males per 100 females),88) Age dependency ratio,89) Old-age dependency ratio,90) Child dependency ratio,91) Licenses,92) Manufacturing,93) Gun purchases approximate,VIOLENT?
715,MERCEDITA,PR,12229,17642,280,0,65.71428571,24.28571429,10,2525,28.43564356,14.13861386,29.5049505,14.41584158,4.514851485,7.405940594,1.584158416,357,81.79271709,12.32492997,555,61.62162162,16.3963964,847,67.17827627,5.667060213,766,32.24543081,5.744125326,10717,11442,10231,NaN,7880,NaN,3692,0.920910076,0,0.920910076,0,0,0,0,0,0,0,99.07908992,50.2708559,22.02058505,0.243770314,0,0,2.275189599,24.26868906,0.677139762,23.5915493,3692,4.1,4.7,11.2,6.1,5.5,7.6,2.1,7.1,7.9,3.3,6.9,4.8,8,8.6,5.1,4.5,2,0.6,15.9,4.1,7.6,36.3,76.6,76,28.7,27.2,20.7,7.1,41.2,110.6,81.1,37.6,43.5,0,12,18.071742,0
43604,TOLEDO,OH,12255,25501,1041,37.75216138,30.45148895,20.36503362,11.43131604,5686,7.615195216,17.67499121,29.28244812,23.10939149,8.494548013,7.615195216,6.208230742,1716,85.08158508,23.54312354,965,76.06217617,9.844559585,2309,72.97531399,9.224772629,696,53.01724138,10.63218391,19055,13704,15146,19479,43667,50188,9009,91.13109113,33.67743368,54.56765457,0.133200133,0.2997003,0,0.2997003,2.153402153,0.066600067,2.086802087,8.868908869,1.454101454,1.043401043,0.033300033,0,0,3.518703519,2.819402819,1.354201354,1.465201465,9009,6.2,8.7,6.4,6.3,9.3,10.8,8.2,5.4,5.3,5.8,5.3,8.5,6.1,4.1,1.1,1.4,0.4,0.8,15.1,4,11.6,45.3,77.6,74.7,13.8,11.2,7.7,2.5,31.1,108.7,49.4,11.5,37.8,194,174,571.5128929,1
38318,BUENA VISTA,TN,12336,23053,21,0,33.33333333,66.66666667,0,310,20.32258065,22.90322581,32.58064516,18.06451613,0,3.225806452,2.903225806,12,100,0,73,58.90410959,0,117,58.97435897,16.23931624,108,48.14814815,0,20234,NaN,21250,25795,NaN,NaN,357,91.59663866,91.59663866,0,0,0,0,0,0,0,0,8.403361345,8.403361345,0,0,0,0,0,0,0,0,357,0,0,4.2,5,3.9,0,3.4,1.7,18.8,14.6,3.6,7,7.6,5.9,14.3,4.2,2.5,3.4,4.2,3.1,5.9,32.8,95.8,92.7,37.8,32.5,30.3,10.1,49.5,104,60.1,48.4,11.7,0,0,32.98822308,0
90021,LOS ANGELES,CA,12370,37827,94,29.78723404,24.46808511,38.29787234,7.446808511,2504,25.47923323,15.17571885,19.52875399,16.014377,3.314696486,16.69329073,3.793929712,652,69.32515337,32.05521472,406,55.41871921,41.37931034,1232,57.5487013,8.36038961,214,46.72897196,15.42056075,15047,11129,10550,25714,50750,NaN,2954,50.10155721,18.44955992,23.76438727,1.015572106,3.012863913,0,0,3.859174001,1.083276913,2.775897089,49.89844279,15.47054841,0,0,0,0,34.42789438,0,0,0,2954,3.2,5.1,2.8,1.5,2.7,7.9,14.2,6.3,7.4,9.8,9.5,13,9.4,3.6,0.5,1.5,0.4,1.2,7.9,0.9,3.2,39.9,88.6,87.9,16.7,12.1,7.2,3.1,43.7,197.8,23.9,9,14.9,527,23845,93.74646199,1
12207,ALBANY,NY,12454,25008,59,16.94915254,37.28813559,32.20338983,13.55932203,1191,8.984047019,10.41141898,37.6154492,19.56339211,5.205709488,9.487825357,8.732157851,225,97.77777778,45.33333333,163,96.93251534,10.42944785,547,75.31992687,10.60329068,256,66.40625,15.625,20417,16406,13523,31213,NaN,45750,1417,93.71912491,33.45095272,46.85956246,0.282286521,6.91601976,0,0,6.210303458,0,6.210303458,6.280875088,3.952011291,1.270289344,0,0,0,1.058574453,0,0,0,1417,5.8,1.2,4.8,0,4.2,8.7,7.2,4.6,6.9,4.4,15.8,12.1,6.4,4.8,5.5,4.2,1.4,2.2,6,0,4.2,31.5,88.2,88.2,24.4,20.5,18.1,7.8,52.1,137,42.6,25.8,16.8,0,0,26.54414919,0
88052,ORGAN,NM,12470,27349,32,62.5,37.5,0,0,120,0,0,22.5,20.83333333,56.66666667,0,0,25,100,0,0,0,0,71,100,0,24,100,0,18125,NaN,NaN,NaN,NaN,NaN,152,88.81578947,88.81578947,0,0,0,0,0,0,0,0,11.18421053,11.18421053,0,0,0,0,0,0,0,0,152,0,0,0,13.2,7.9,0,16.4,0,0,21.7,8.6,0,16.4,5.3,10.5,0,0,0,0,0,21.1,37.5,100,100,32.2,32.2,15.8,0,45.6,210.2,18.8,18.8,NaN,70,2,10.60662759,0
638,CIALES,PR,12486,18903,1776,19.42567568,20.10135135,57.54504505,2.927927928,11951,24.80963936,9.974060748,30.46606978,9.405070705,11.41327086,12.35879843,1.573090118,2258,82.28520815,21.3020372,2024,81.81818182,18.97233202,4746,69.02654867,13.08470291,2923,34.34827232,6.123845364,16675,11744,14033,16084,24032,33780,17795,0.382129812,0.382129812,0,0,0,0,0,0,0,0,99.61787019,95.65046361,0.713683619,0,0,0,1.152008991,2.101713965,0.348412475,1.753301489,17795,6,6.8,6.1,6.7,7.2,6.7,6,5.1,6.3,6.4,7.1,5.8,7.5,6.1,3.5,2.9,2.2,1.6,12.9,3.9,10,38,80.1,77.1,23.9,20.8,16.4,6.8,39.4,93.7,64.7,27.1,37.7,0,12,87.10364273,0
37916,KNOXVILLE,TN,12493,21143,11716,0.734038921,14.1345169,79.94195971,5.189484466,1040,9.230769231,7.980769231,14.13461538,21.73076923,6.346153846,20.96153846,19.61538462,512,93.9453125,60.3515625,174,42.52873563,0,238,86.55462185,36.13445378,116,86.20689655,23.27586207,20587,30036,NaN,12623,30625,29688,12868,96.89151383,80.91389493,9.030152316,0.1010258,3.870065278,0.248678893,0.590612372,2.13708424,0.248678893,1.888405347,3.108486167,2.043829655,0,0,0,0,0.520671433,0.543985079,0.178737955,0.365247125,12868,0.1,0,0.4,36.1,55.3,3.2,0.8,0.6,0.7,0.8,0.3,0.6,0.1,0.3,0.2,0.1,0.2,0.1,0.4,0.3,91,96.7,99.5,99.1,1,0.9,0.9,0.4,20.7,103.2,1.8,0.9,0.9,0,0,1189.054495,0
99160,ORIENT,WA,12500,20173,0,0,0,0,0,111,0,3.603603604,71.17117117,17.11711712,8.108108108,0,0,0,0,0,9,100,0,65,93.84615385,0,37,100,0,4625,NaN,NaN,NaN,NaN,NaN,116,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2.6,1.7,0,0,0,0,0,7.8,0,3.4,20.7,19,12.9,3.4,19.8,3.4,5.2,0,1.7,0,0,7.8,95.7,95.7,44.8,37.9,31.9,8.6,58.7,146.8,56.8,50,6.8,0,0,6.850424241,0
669,LARES,PR,12552,20346,2737,21.22762148,24.58896602,50.45670442,3.726708075,18538,27.34922861,12.01855648,23.61635559,14.38666523,5.944546337,13.37792642,3.306721329,3379,83.84137319,21.87037585,3365,67.48885587,19.55423477,7043,64.09200625,17.54933977,4751,34.14018101,9.682172174,17138,10941,15311,15725,26040,32745,27063,0.528396704,0.395373758,0.025865573,0,0,0,0,0.107157374,0,0.107157374,99.4716033,78.80131545,0.82030817,0.036950818,0.118242619,0,18.70080922,0.993977017,0.033255737,0.96072128,27063,5.3,5.4,6.5,7.1,7.2,6.2,6.2,5.6,6.8,6.5,6.7,6.6,6.2,6,4.4,3.4,1.8,2,12,4.2,10.1,39.2,81.5,78.6,23.8,21.6,17.6,7.2,40.3,97.2,63.8,28.8,35,0,0,132.4690016,0
86029,SUN VALLEY,AZ,12580,10257,15,100,0,0,0,226,7.522123894,15.48672566,22.56637168,23.45132743,4.867256637,17.69911504,8.407079646,25,32,0,20,100,0,153,77.12418301,38.5620915,28,100,0,6447,NaN,NaN,NaN,NaN,NaN,241,74.68879668,71.78423237,0,2.904564315,0,0,0,0,0,0,25.31120332,13.2780083,2.904564315,0,0,0,3.319502075,5.809128631,5.809128631,0,241,0,0,0,0,6.2,3.7,6.6,2.9,5.4,0,22.4,32.4,8.7,2.9,4.6,4.1,0,0,0,0,6.2,24.9,100,100,20.3,20.3,11.6,4.1,57.1,115.2,13.1,13.1,NaN,0,0,11.42763444,0
667,LAJAS,PR,12736,19215,2339,13.25352715,24.71141513,54.46772125,7.567336469,17237,23.95428439,14.73574288,25.9499913,9.044497302,10.8023438,11.06341011,4.449730231,2690,77.58364312,16.3197026,2919,83.24768756,23.74100719,6375,63.41960784,15.92156863,5253,38.22577575,10.03236246,15937,10465,13724,15385,25388,32244,24492,0.11840601,0.11840601,0,0,0,0,0,0,0,0,99.88159399,61.63645272,1.935325821,0.191899396,0,0,33.90494855,2.2129675,1.612771517,0.600195982,24492,4.6,5.6,5.9,6.7,6.8,5.7,5.3,6.4,5.5,6.4,6.2,7.1,6.3,5.7,6.8,3.7,2.6,2.7,11.4,4,9.6,36.5,82.8,79.9,27.8,25.4,21.4,8.9,43.4,95.1,71,36.7,34.3,24,0,119.884373,0
782,COMERIO,PR,12752,18599,2019,9.460128777,29.37097573,55.81971273,5.349182764,12352,25.3238342,12.20045337,30.66709845,10.98607513,7.691062176,10.33031088,2.801165803,2582,81.87451588,20.79783114,2055,76.93430657,12.36009732,4920,63.98373984,12.45934959,2795,31.27012522,7.799642218,15384,6250,12530,16932,21214,25119,18544,0.312769629,0.215703192,0,0,0,0,0.097066437,0,0,0,99.68723037,68.78774806,5.327868852,0.27502157,0.086281277,0,8.212899051,16.99741156,0.021570319,16.97584124,18544,5,4.8,8.4,7.4,7.8,7.1,6.8,4.4,6.7,6.8,7.6,6.5,5.7,4.8,4.3,2.6,1.5,1.9,13.2,4.3,10.9,40.2,80.3,77.5,20.8,18.7,15.1,6,37.6,100.6,60.2,24.1,36,0,12,90.76987641,0
87521,CHAMISAL,NM,12773,23199,71,8.450704225,71.83098592,11.26760563,8.450704225,845,8.639053254,20.71005917,40.35502959,18.34319527,6.153846154,3.076923077,2.721893491,58,100,17.24137931,136,36.02941176,2.941176471,413,92.73607748,7.506053269,238,44.95798319,1.680672269,12059,11250,11581,19716,33750,49375,1012,25.09881423,19.2687747,0,5.632411067,0,0,0.197628458,0,0,0,74.90118577,51.08695652,0,0,0,0,21.64031621,2.173913043,1.482213439,0.691699605,1012,1.3,2.5,1.6,9,2.2,3.6,2.2,0.8,12.6,3.3,8.1,6.6,22.8,7.9,2.2,7.2,1.5,4.7,4.1,4.2,7,30.3,91.6,90.5,46.3,27,23.5,13.4,56.9,123.9,49.3,35.1,14.2,0,3,70.61781003,1
15422,CHESTNUT RIDGE,PA,12857,26726,39,100,0,0,0,87,0,42.52873563,48.27586207,9.195402299,0,0,0,0,0,0,42,47.61904762,0,37,81.08108108,0,8,0,0,NaN,NaN,NaN,NaN,NaN,NaN,220,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,18.6,24.1,13.2,4.5,0,0,9.1,10,3.6,6.8,0,6.4,3.6,0,0,0,0,42.7,0,17.7,36.8,57.3,57.3,10,6.8,3.6,0,18.6,107.5,86.4,6.8,79.7,0,97,15.15159759,1
40982,SCALF,KY,12917,26317,63,42.85714286,39.68253968,17.46031746,0,278,46.04316547,5.395683453,33.09352518,6.474820144,0,2.517985612,6.474820144,80,60,0,59,40.6779661,0,123,38.21138211,14.63414634,16,100,43.75,NaN,NaN,NaN,NaN,NaN,NaN,430,98.60465116,98.60465116,0,0,0,0,0,0,0,0,1.395348837,1.395348837,0,0,0,0,0,0,0,0,430,6.5,4.7,3.5,10,10.7,16,2.6,4,9.8,7.2,6.3,4,11.2,1.6,2.1,0,0,0,8.1,6,14.7,53,82.3,79.3,14.9,8.4,3.7,0,29.6,129.9,32.3,4.9,27.4,0,3,28.09486061,0
57622,CHERRY CREEK,SD,13036,22684,58,37.93103448,50,12.06896552,0,152,6.578947368,11.18421053,49.34210526,12.5,7.236842105,13.15789474,0,29,86.20689655,0,44,81.81818182,15.90909091,70,87.14285714,14.28571429,9,33.33333333,33.33333333,18750,NaN,5833,31563,20938,NaN,359,100,0.835654596,0,99.1643454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,8.6,7.8,15.3,12.8,13.1,4.2,3.9,7.2,5,3.6,7.5,8.4,0,0.8,0,0.6,1.1,0,23.1,9.7,16.2,46.2,67.1,58.5,2.5,2.5,2.5,1.7,23.6,104,78.6,4.5,74.1,0,0,41.77848718,0
78585,SALINENO,TX,13105,22913,46,13.04347826,65.2173913,0,21.73913043,229,44.97816594,19.65065502,20.08733624,10.48034934,0,0,4.80349345,24,100,0,50,80,22,98,13.26530612,0,57,7.01754386,0,NaN,20833,NaN,NaN,NaN,NaN,347,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,347,2.3,4,8.4,7.8,11.5,6.9,0,4,10.4,8.6,7.5,0,12.1,9.5,1.2,1.7,0,4,12.4,6.1,13.3,40.6,81.6,79.3,28.5,28.5,16.4,5.8,43.1,121,59.2,26.1,33,0,0,16.69958394,1
79901,EL PASO,TX,13110,21601,999,33.53353353,30.43043043,35.43543544,0.600600601,6740,46.67655786,18.24925816,18.30860534,9.777448071,3.768545994,2.507418398,0.712166172,1181,60.71126164,7.197290432,980,44.28571429,4.285714286,2547,37.65213977,2.198665096,2032,12.5,1.673228346,12806,11999,14861,14375,22344,NaN,10351,5.883489518,3.207419573,1.941841368,0.222200754,0.260844363,0,0,0.251183461,0,0.251183461,94.11651048,76.84281712,1.149647377,0.280166168,0,0,13.77644672,2.067433098,1.265578205,0.801854893,10351,5.3,7.2,8.3,7.1,6.9,5.4,6,4.3,5.2,6.7,5.4,5.5,7,4.2,5.5,4.5,3.1,2.3,15.5,4.4,9.7,35,78.1,74.8,26.7,23.6,19.6,10,39.2,102.4,81.4,35.6,45.8,0,0,498.1481076,0
25088,GLEN,WV,13152,21853,0,0,0,0,0,117,19.65811966,15.38461538,64.95726496,0,0,0,0,10,0,0,10,100,0,85,63.52941176,0,12,100,0,33750,NaN,NaN,NaN,NaN,NaN,135,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,13.3,0,0,0,0,7.4,7.4,0,0,23,31.9,8.1,0,0,0,8.9,0,13.3,0,0,14.8,86.7,86.7,17,8.9,8.9,8.9,54.8,90.1,28.6,11.4,17.1,0,0,14.71108008,0
85121,BAPCHULE,AZ,13153,27299,388,34.53608247,45.36082474,20.10309278,0,1150,11.65217391,29.47826087,35.30434783,16.26086957,1.913043478,5.391304348,0,237,46.41350211,9.70464135,284,69.36619718,0,416,66.10576923,3.605769231,213,44.60093897,11.26760563,25875,19231,23566,49097,NaN,NaN,2153,95.03019043,6.595448212,0,83.51137947,2.693915467,0.510915002,0.603808639,1.114723641,0,1.114723641,4.969809568,2.60102183,0,1.718532281,0,0,0.185787274,0.464468184,0,0.464468184,2153,9.8,7.8,7.5,10.9,10.6,8,3,5.5,7.7,4.7,7.4,4.8,2.4,4,3.9,1.3,0.7,0,15.2,3.5,18,45.7,73.9,71.4,12.3,12,9.9,2,26.8,108.8,62.5,16.1,46.4,0,259,102.0900289,0
653,GUANICA,PR,13175,19210,1188,11.53198653,32.996633,46.04377104,9.427609428,7960,18.51758794,14.72361809,38.00251256,6.972361809,7.726130653,10.18844221,3.869346734,1357,81.57700811,20.41267502,1658,74.84921592,22.01447527,2775,70.16216216,12.25225225,2170,46.95852535,6.313364055,14682,7813,12639,15268,20815,35833,12125,0.46185567,0.46185567,0,0,0,0,0,0,0,0,99.53814433,75.83505155,3.109278351,0.156701031,0,0,17.97938144,2.457731959,0.684536082,1.773195876,12125,6.2,7.9,5.9,7.8,6.6,5.9,5.3,6.9,6.8,6,4.5,5.9,6.5,6.3,5,3.7,2,0.9,13.8,4.6,9.8,39.3,78.1,75.4,24.4,21.8,17.9,6.6,38.4,92,73.8,31.1,42.7,0,0,59.3499111,0
670,LAS MARIAS,PR,13209,18484,932,20.49356223,43.45493562,18.02575107,18.02575107,6161,34.7833144,11.4591787,30.31975329,5.015419575,4.236325272,11.78380133,2.402207434,1145,73.71179039,22.27074236,1044,60.34482759,28.83141762,2375,59.41052632,12.42105263,1597,26.73763306,1.440200376,14134,8209,15085,14231,20366,40343,9087,1.023440079,1.023440079,0,0,0,0,0,0,0,0,98.97655992,72.35611313,0.75932651,0.154066248,0,0,25.36590734,0.341146693,0.11004732,0.231099373,9087,6.1,5.8,6.3,6.1,7.9,6.7,5.9,6,5.5,6.4,6.9,6.7,6.2,5.6,4.9,2.9,2.6,1.6,12.1,3.8,10.3,38.1,80.7,78.1,23.7,21.3,17.6,7.1,39.4,98,65.3,29.1,36.3,0,0,44.47939317,0
647,ENSENADA,PR,13312,17712,541,17.9297597,34.93530499,43.43807763,3.696857671,4181,19.75603923,13.56134896,37.59866061,8.155943554,4.49653193,12.89165271,3.539823009,745,82.28187919,22.28187919,499,86.9739479,32.06412826,1515,74.58745875,18.41584158,1422,42.9676512,5.76652602,12312,8527,12163,9417,19256,24900,5711,0,0,0,0,0,0,0,0,0,0,100,80.79145509,1.715986692,0,0,0,16.03922255,1.453335668,0.402731571,1.050604097,5711,4.9,4.4,5,4.8,7.6,5.7,7.3,2.8,6,5.8,7.8,4.9,8.1,9.8,4.8,5,2.3,3.1,9.4,2.9,9.5,34.2,84.5,82.7,33,29.9,24.9,10.3,45.9,95.2,73.1,43.1,30,0,0,27.95441998,0
78705,AUSTIN,TX,13349,38820,24954,0.316582512,10.73976116,81.71435441,7.229301916,6641,1.987652462,1.385333534,5.93284144,20.94564072,3.026652613,39.72293329,26.99894594,3901,98.71827736,69.26429121,1039,96.72762271,62.36766121,1265,92.41106719,62.68774704,436,89.90825688,66.05504587,29810,26583,28738,25699,25373,45600,32414,82.22373049,58.90973036,6.145492688,0.240636762,13.75948664,0.030850867,0.413401617,2.724131548,0.064786821,2.659344728,17.77626951,14.54926883,0.222126242,0.064786821,0.305423582,0,1.872647621,0.762016413,0.126488554,0.635527858,32414,0.7,0.6,0.6,32.2,45.4,9.3,2.7,1.6,1.6,1.3,0.8,0.8,1.1,0.6,0.5,0.2,0.1,0,1.2,0.6,77,92.8,98,97.5,2.4,2,1.3,0.3,20.9,90.7,4,1.4,2.6,0,0,1559.943267,0
24457,LOW MOOR,VA,13375,23253,0,0,0,0,0,146,10.2739726,32.19178082,39.7260274,15.06849315,2.739726027,0,0,37,100,0,0,0,0,58,74.13793103,0,51,7.843137255,0,NaN,NaN,NaN,NaN,NaN,NaN,150,100,85.33333333,8.666666667,0,0,0,0,6,2.666666667,3.333333333,0,0,0,0,0,0,0,0,0,0,150,2.7,0,0,0,0,24.7,0,0,0,0,17.3,10,11.3,21.3,10,0,0,2.7,0,0,0,24.7,97.3,97.3,45.3,45.3,34,2.7,57.5,158.6,57.9,53.7,4.2,0,0,10.04503311,0
45225,CINCINNATI,OH,13412,20289,1028,25.48638132,27.43190661,43.48249027,3.59922179,4593,6.836490311,23.79708252,29.34900936,26.4532985,6.858262573,5.051164816,1.654691922,1422,77.28551336,6.610407876,927,75.29665588,7.766990291,1733,62.08886324,6.635891518,511,61.25244618,5.283757339,13707,14831,10459,13678,30774,39500,8692,97.9176254,18.36171192,74.41325357,0.11504832,0.184077312,0,0.264611137,4.578923148,0.092038656,4.486884491,2.082374597,1.150483203,0.264611137,0,0,0,0.586746434,0.080533824,0,0.080533824,8692,15.4,9.9,6.2,6,9.7,8.4,7.9,5.2,5.5,5.2,4.8,4.8,5.1,2.2,0.9,1.2,0.6,0.9,16.1,3.8,11.8,42.7,66.9,64.7,11,9.3,5.9,2.7,26.5,72.4,70.1,10,60.1,310,2229,551.4030486,1
16855,MINERAL SPRINGS,PA,13433,30548,19,0,0,100,0,250,0,20.8,56.4,8,8,6.8,0,20,100,0,30,100,0,48,100,35.41666667,152,65.78947368,0,NaN,NaN,NaN,NaN,NaN,NaN,330,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,6.1,5.8,12.4,0,0,6.1,3,6.1,5.2,9.4,0,0,17.6,9.4,19.1,0,0,11.8,6.7,5.8,27.6,81.5,81.5,46.1,46.1,46.1,19.1,52.4,38.1,182.1,129.9,52.1,0,206,22.72739639,1
75759,CUNEY,TX,13438,18776,0,0,0,0,0,48,25,0,35.41666667,31.25,4.166666667,4.166666667,0,10,100,20,5,100,0,19,68.42105263,0,14,57.14285714,0,15000,NaN,NaN,NaN,NaN,NaN,68,70.58823529,16.17647059,35.29411765,0,0,0,0,19.11764706,0,19.11764706,29.41176471,23.52941176,2.941176471,0,0,0,0,2.941176471,0,2.941176471,68,8.8,11.8,8.8,0,0,4.4,10.3,0,7.4,0,2.9,5.9,19.1,14.7,5.9,0,0,0,20.6,0,0,22.1,70.6,70.6,39.7,27.9,20.6,0,42.8,106.1,100,41.2,58.8,0,4,3.272540945,0
86016,GRAY MOUNTAIN,AZ,13500,16321,3,0,100,0,0,36,52.77777778,8.333333333,16.66666667,22.22222222,0,0,0,0,0,0,5,100,0,13,69.23076923,0,18,0,0,NaN,NaN,NaN,NaN,NaN,NaN,46,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,15.2,6.5,0,0,0,0,10.9,0,10.9,17.4,0,6.5,10.9,8.7,13,0,15.2,0,6.5,17.4,84.8,84.8,39.1,39.1,39.1,21.7,57.8,100,119,85.7,33.3,0,11,2.181208234,0
915,SAN JUAN,PR,13573,19966,3099,16.26331075,34.94675702,44.20780897,4.582123266,19045,26.71567341,12.99553689,32.59123129,8.553426096,8.469414544,8.411656603,2.263061171,3408,77.02464789,14.407277,3546,61.61872532,14.83361534,7671,63.5901447,9.007952027,4420,40.58823529,7.352941176,13786,9916,14233,15897,20705,26806,28173,0.965463387,0.291058815,0.404642743,0,0.024846484,0,0.244915344,0,0,0,99.03453661,44.78756256,16.88141128,2.040961204,0.514677173,0,23.10368083,11.70624357,1.075497817,10.63074575,28173,5.4,5.8,6,7.3,7.9,6.3,5.8,6.7,5.8,5.6,7.7,7.1,6.9,5.2,3.6,2.9,2.2,1.7,11.8,4.2,11,39.9,81.7,78.6,22.5,19.4,15.7,6.9,38.9,88.4,59,24.9,34,58,24,137.9022718,0
61941,MURDOCK,IL,13696,22592,0,0,0,0,0,66,0,0,89.39393939,10.60606061,0,0,0,0,0,0,0,0,0,51,100,0,15,100,0,NaN,NaN,NaN,NaN,NaN,NaN,66,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,66.7,0,10.6,12.1,10.6,0,0,0,0,0,0,0,100,100,33.3,33.3,22.7,0,53.8,83.3,29.4,29.4,NaN,0,0,3.116849127,0
80310,BOULDER,CO,13750,14115,6542,0,11.96881688,87.08346072,0.947722409,34,0,0,0,20.58823529,0,0,79.41176471,34,100,79.41176471,0,0,0,0,0,0,0,0,0,21563,NaN,NaN,NaN,NaN,NaN,6642,89.71695273,74.54080096,1.475459199,0.090334237,10.20776874,0.918398073,0.060222824,2.423968684,0,2.423968684,10.28304727,9.590484794,0,0,0.301114122,0,0.240891298,0.150557061,0,0.150557061,6642,0,0,0,69.7,29.8,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,98.5,100,100,99,0,0,0,0,19.4,123.3,1,0,1,0,0,611.4563003,0
67055,GREENWICH,KS,13750,19331,22,0,100,0,0,83,6.024096386,6.024096386,80.72289157,7.228915663,0,0,0,0,0,0,24,100,0,42,76.19047619,0,17,100,0,11172,NaN,NaN,NaN,NaN,NaN,122,81.96721311,81.96721311,0,0,0,0,0,0,0,0,18.03278689,18.03278689,0,0,0,0,0,0,0,0,122,0,0,0,32,0,0,0,0,19.7,0,13.1,0,21.3,13.9,0,0,0,0,0,13.9,18,51.6,100,86.1,35.2,22.1,13.9,0,44.9,103.3,38.6,19.3,19.3,0,0,7.530027232,0
57794,WOUNDED KNEE,SD,13750,21981,179,69.27374302,22.90502793,7.82122905,0,421,7.600950119,35.62945368,34.44180523,16.38954869,3.562945368,2.375296912,0,181,52.48618785,0,92,75,10.86956522,130,50.76923077,0,18,50,0,18250,NaN,19250,NaN,NaN,NaN,911,98.35345774,0,0,98.35345774,0,0,0,0,0,0,1.646542261,0,0,0,0,0,1.646542261,0,0,0,911,11,16.9,5.3,7.5,13.2,15,4.8,5.4,4.7,3.8,5,4.4,1,2,0,0,0,0,22.2,1,19.6,50.6,65.9,65.9,3,3,2,0,23.8,94.7,56.5,3.1,53.4,0,0,106.0172753,0
